function_name	arg1	arg2	arg_type	param1	param2	labels
strcmp	cp	"type"	int	__s1	__s2	0
strcmp	"type"	cp	int	__s1	__s2	1
strcmp	cp	"flags"	int	__s1	__s2	0
strcmp	"flags"	cp	int	__s1	__s2	1
strcmp	cp	"removeable"	int	__s1	__s2	0
strcmp	"removeable"	cp	int	__s1	__s2	1
strcmp	cp	"ecc"	int	__s1	__s2	0
strcmp	"ecc"	cp	int	__s1	__s2	1
strcmp	cp	"badsect"	int	__s1	__s2	0
strcmp	"badsect"	cp	int	__s1	__s2	1
strcmp	cp	"drivedata"	int	__s1	__s2	0
strcmp	"drivedata"	cp	int	__s1	__s2	1
strcmp	cp	"disk"	int	__s1	__s2	0
strcmp	"disk"	cp	int	__s1	__s2	1
strcmp	cp	"label"	int	__s1	__s2	0
strcmp	"label"	cp	int	__s1	__s2	1
strcmp	cp	"bytes/sector"	int	__s1	__s2	0
strcmp	"bytes/sector"	cp	int	__s1	__s2	1
strcmp	cp	"sectors/track"	int	__s1	__s2	0
strcmp	"sectors/track"	cp	int	__s1	__s2	1
strcmp	cp	"sectors/cylinder"	int	__s1	__s2	0
strcmp	"sectors/cylinder"	cp	int	__s1	__s2	1
strcmp	cp	"tracks/cylinder"	int	__s1	__s2	0
strcmp	"tracks/cylinder"	cp	int	__s1	__s2	1
strcmp	cp	"cylinders"	int	__s1	__s2	0
strcmp	"cylinders"	cp	int	__s1	__s2	1
strcmp	cp	"sectors/unit"	int	__s1	__s2	0
strcmp	"sectors/unit"	cp	int	__s1	__s2	1
strcmp	cp	"rpm"	int	__s1	__s2	0
strcmp	"rpm"	cp	int	__s1	__s2	1
strcmp	cp	"interleave"	int	__s1	__s2	0
strcmp	"interleave"	cp	int	__s1	__s2	1
strcmp	cp	"trackskew"	int	__s1	__s2	0
strcmp	"trackskew"	cp	int	__s1	__s2	1
strcmp	cp	"cylinderskew"	int	__s1	__s2	0
strcmp	"cylinderskew"	cp	int	__s1	__s2	1
strcmp	cp	"headswitch"	int	__s1	__s2	0
strcmp	"headswitch"	cp	int	__s1	__s2	1
strcmp	cp	"track-to-track seek"	int	__s1	__s2	0
strcmp	"track-to-track seek"	cp	int	__s1	__s2	1
printf	"%s: "	dev	int			0
printf	dev	"%s: "	int			1
perr	"Can't stat %s\n"	origname	void			0
perr	origname	"Can't stat %s\n"	void			1
perr	"%s is not a char device\n"	origname	void			0
perr	origname	"%s is not a char device\n"	void			1
strcmp	p	dev	int	__s1	__s2	0
strcmp	dev	p	int	__s1	__s2	1
warnx	"%s in fstab more than once!\n"	dev	void			0
warnx	dev	"%s in fstab more than once!\n"	void			1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
printf	" %s"	argv	int			0
printf	argv	" %s"	int			1
strcmp	fs	"/"	int	__s1	__s2	0
strcmp	"/"	fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
strcmp	fs		int	__s1	__s2	0
strcmp		fs	int	__s1	__s2	1
sacmp	ai	aip	int			0
sacmp	aip	ai	int			1
strcmp	checkAgainst	p	int	__s1	__s2	0
strcmp	p	checkAgainst	int	__s1	__s2	1
strcmp	buf	checkAgainst	int	__s1	__s2	0
strcmp	checkAgainst	buf	int	__s1	__s2	1
printf	"%s test suite:\n"	alg	int			0
printf	alg	"%s test suite:\n"	int			1
strcmp	buffer	(	int	__s1	__s2	0
strcmp	(	buffer	int	__s1	__s2	1
strcasecmp	arg	"stp"	int	__s1	__s2	0
strcasecmp	"stp"	arg	int	__s1	__s2	1
strcasecmp	arg	"rstp"	int	__s1	__s2	0
strcasecmp	"rstp"	arg	int	__s1	__s2	1
strcmp	cmd	"vltime"	int	__s1	__s2	0
strcmp	"vltime"	cmd	int	__s1	__s2	1
strcmp	cmd	"pltime"	int	__s1	__s2	0
strcmp	"pltime"	cmd	int	__s1	__s2	1
strcasecmp	val	"none"	int	__s1	__s2	0
strcasecmp	"none"	val	int	__s1	__s2	1
strcasecmp	val	"open"	int	__s1	__s2	0
strcasecmp	"open"	val	int	__s1	__s2	1
strcasecmp	val	"shared"	int	__s1	__s2	0
strcasecmp	"shared"	val	int	__s1	__s2	1
strcasecmp	val	"8021x"	int	__s1	__s2	0
strcasecmp	"8021x"	val	int	__s1	__s2	1
strcasecmp	val	"wpa"	int	__s1	__s2	0
strcasecmp	"wpa"	val	int	__s1	__s2	1
strcasecmp	val	"off"	int	__s1	__s2	0
strcasecmp	"off"	val	int	__s1	__s2	1
strcasecmp	val	"on"	int	__s1	__s2	0
strcasecmp	"on"	val	int	__s1	__s2	1
strcasecmp	val	"cam"	int	__s1	__s2	0
strcasecmp	"cam"	val	int	__s1	__s2	1
strcasecmp	val	"psp"	int	__s1	__s2	0
strcasecmp	"psp"	val	int	__s1	__s2	1
strcasecmp	val	"psp-cam"	int	__s1	__s2	0
strcasecmp	"psp-cam"	val	int	__s1	__s2	1
strcasecmp	val	"off"	int	__s1	__s2	0
strcasecmp	"off"	val	int	__s1	__s2	1
strcasecmp	val	"on"	int	__s1	__s2	0
strcasecmp	"on"	val	int	__s1	__s2	1
strcasecmp	val	"mixed"	int	__s1	__s2	0
strcasecmp	"mixed"	val	int	__s1	__s2	1
strcmp	arg	"-"	int	__s1	__s2	0
strcmp	"-"	arg	int	__s1	__s2	1
strcasecmp	val	"off"	int	__s1	__s2	0
strcasecmp	"off"	val	int	__s1	__s2	1
strcasecmp	val	"cts"	int	__s1	__s2	0
strcasecmp	"cts"	val	int	__s1	__s2	1
strcasecmp	val	"off"	int	__s1	__s2	0
strcasecmp	"off"	val	int	__s1	__s2	1
strcasecmp	val	"device"	int	__s1	__s2	0
strcasecmp	"device"	val	int	__s1	__s2	1
strcasecmp	val	"auto"	int	__s1	__s2	0
strcasecmp	"auto"	val	int	__s1	__s2	1
strcasecmp	val	"manual"	int	__s1	__s2	0
strcasecmp	"manual"	val	int	__s1	__s2	1
getrate	val	"roam"	int	val	tag	0
getrate	"roam"	val	int	val	tag	1
getrate	val	"mcast"	int	val	tag	0
getrate	"mcast"	val	int	val	tag	1
getrate	val	"mgmt"	int	val	tag	0
getrate	"mgmt"	val	int	val	tag	1
getrate	val	"ucast"	int	val	tag	0
getrate	"ucast"	val	int	val	tag	1
strcasecmp	val	"na"	int	__s1	__s2	0
strcasecmp	"na"	val	int	__s1	__s2	1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	" mc:%s"	wpa_cipher	int			0
printf	wpa_cipher	" mc:%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	" mc:%s"	rsn_cipher	int			0
printf	rsn_cipher	" mc:%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	" dpi:%s"	dev_pass_id	int			0
printf	dev_pass_id	" dpi:%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"%s"	tag	int			0
printf	tag	"%s"	int			1
printf	"\t%s"	tag	int			0
printf	tag	"\t%s"	int			1
printf	"%stx"	sep	int			0
printf	sep	"%stx"	int			1
printf	"%srx"	sep	int			0
printf	sep	"%srx"	int			1
printf	"%sdef"	sep	int			0
printf	sep	"%sdef"	int			1
list_regdomain	s	0	void	s	channelsalso	0
list_regdomain	0	s	void	s	channelsalso	1
strcmp	phase	"1"	int	__s1	__s2	0
strcmp	"1"	phase	int	__s1	__s2	1
strcmp	phase	"2"	int	__s1	__s2	0
strcmp	"2"	phase	int	__s1	__s2	1
warn	"fib %s not valid"	val	void			0
warn	val	"fib %s not valid"	void			1
strcmp	argv	"create"	int	__s1	__s2	0
strcmp	"create"	argv	int	__s1	__s2	1
strcmp	argv	"plumb"	int	__s1	__s2	0
strcmp	"plumb"	argv	int	__s1	__s2	1
strcmp	tok	"l2"	int	__s1	__s2	0
strcmp	"l2"	tok	int	__s1	__s2	1
strcmp	tok	"l3"	int	__s1	__s2	0
strcmp	"l3"	tok	int	__s1	__s2	1
strcmp	tok	"l4"	int	__s1	__s2	0
strcmp	"l4"	tok	int	__s1	__s2	1
printf	"\tlaggproto %s"	proto	int			0
printf	proto	"\tlaggproto %s"	int			1
printf	"%sl2"	sep	int			0
printf	sep	"%sl2"	int			1
printf	"%sl3"	sep	int			0
printf	sep	"%sl3"	int			1
printf	"%sl4"	sep	int			0
printf	sep	"%sl4"	int			1
strcasecmp	mode	"11b"	int	__s1	__s2	0
strcasecmp	"11b"	mode	int	__s1	__s2	1
strcasecmp	mode	"11g"	int	__s1	__s2	0
strcasecmp	"11g"	mode	int	__s1	__s2	1
strcasecmp	mode	"11a"	int	__s1	__s2	0
strcasecmp	"11a"	mode	int	__s1	__s2	1
strcasecmp	mode	"11ng"	int	__s1	__s2	0
strcasecmp	"11ng"	mode	int	__s1	__s2	1
strcasecmp	mode	"11na"	int	__s1	__s2	0
strcasecmp	"11na"	mode	int	__s1	__s2	1
strcasecmp	name	"flags"	int	__s1	__s2	0
strcasecmp	"flags"	name	int	__s1	__s2	1
calloc	1	sizeof	void *			0
calloc	sizeof	1	void *			1
calloc	sizeof	mt	void *			0
calloc	mt	sizeof	void *			1
warn	"%s"	name	void			0
warn	name	"%s"	void			1
warnx	"%s: ignoring directory not owned by root"	name	void			0
warnx	name	"%s: ignoring directory not owned by root"	void			1
warnx	"%s: ignoring world-writable directory"	name	void			0
warnx	name	"%s: ignoring world-writable directory"	void			1
warnx	"%s: ignoring group-writable directory"	name	void			0
warnx	name	"%s: ignoring group-writable directory"	void			1
strcmp	dirs	name	int	__s1	__s2	0
strcmp	name	dirs	int	__s1	__s2	1
printf	"%s:\n"	hintsfile	int			0
printf	hintsfile	"%s:\n"	int			1
read_dirs_from_file	hintsfile	argv	void			0
read_dirs_from_file	argv	hintsfile	void			1
rename	tempname	hintsfile	int	__old	__new	0
rename	hintsfile	tempname	int	__old	__new	1
strcmp	argv	"-aout"	int	__s1	__s2	0
strcmp	"-aout"	argv	int	__s1	__s2	1
strcmp	argv	"-elf"	int	__s1	__s2	0
strcmp	"-elf"	argv	int	__s1	__s2	1
strcmp	argv	"-32"	int	__s1	__s2	0
strcmp	"-32"	argv	int	__s1	__s2	1
strcmp	argv	"/usr/lib"	int	__s1	__s2	0
strcmp	"/usr/lib"	argv	int	__s1	__s2	1
strcmp	name	shp	int	__s1	__s2	0
strcmp	shp	name	int	__s1	__s2	1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
rename	tmpfilename	hints_file	int	__old	__new	0
rename	hints_file	tmpfilename	int	__old	__new	1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
warn	"%s"	hints_file	void			0
warn	hints_file	"%s"	void			1
printf	"%s:\n"	hints_file	int			0
printf	hints_file	"%s:\n"	int			1
strcmp	av	"auto"	int	__s1	__s2	0
strcmp	"auto"	av	int	__s1	__s2	1
strcmp	size	"*"	int	__s1	__s2	0
strcmp	"*"	size	int	__s1	__s2	1
strcmp	offset	"*"	int	__s1	__s2	0
strcmp	"*"	offset	int	__s1	__s2	1
strcmp	getprogname	"halt"	int	__s1	__s2	0
strcmp	"halt"	getprogname	int	__s1	__s2	1
kill	1		int	__pid	__sig	0
kill		1	int	__pid	__sig	1
kill	-		int	__pid	__sig	0
kill		-	int	__pid	__sig	1
kill	-		int	__pid	__sig	0
kill		-	int	__pid	__sig	1
strcmp	p	"poweroff"	int	__s1	__s2	0
strcmp	"poweroff"	p	int	__s1	__s2	1
popen	wcmd	"w"	FILE *	__command	__modes	0
popen	"w"	wcmd	FILE *	__command	__modes	1
kill	1	doreboot	int	__pid	__sig	0
kill	doreboot	1	int	__pid	__sig	1
kill	1		int	__pid	__sig	0
kill		1	int	__pid	__sig	1
strcasecmp	timearg	"now"	int	__s1	__s2	0
strcasecmp	"now"	timearg	int	__s1	__s2	1
warnx	"%s"	cp	void			0
warnx	cp	"%s"	void			1
safe_calloc	av_size	1	int			0
safe_calloc	1	av_size	int			1
safe_calloc	av_size	1	int			0
safe_calloc	1	av_size	int			1
_substrcmp	*	"queue"	int			0
_substrcmp	"queue"	*	int			1
_substrcmp	*	"flowset"	int			0
_substrcmp	"flowset"	*	int			1
_substrcmp	*	"sched"	int			0
_substrcmp	"sched"	*	int			1
_substrcmp	*	"add"	int			0
_substrcmp	"add"	*	int			1
_substrcmp	*	"set"	int			0
_substrcmp	"set"	*	int			1
_substrcmp	*	"table"	int			0
_substrcmp	"table"	*	int			1
_substrcmp	*	"enable"	int			0
_substrcmp	"enable"	*	int			1
_substrcmp	*	"disable"	int			0
_substrcmp	"disable"	*	int			1
_substrcmp	*	"delete"	int			0
_substrcmp	"delete"	*	int			1
_substrcmp	*	"flush"	int			0
_substrcmp	"flush"	*	int			1
_substrcmp	*	"zero"	int			0
_substrcmp	"zero"	*	int			1
_substrcmp	*	"resetlog"	int			0
_substrcmp	"resetlog"	*	int			1
_substrcmp	*	"print"	int			0
_substrcmp	"print"	*	int			1
_substrcmp	*	"list"	int			0
_substrcmp	"list"	*	int			1
_substrcmp	*	"show"	int			0
_substrcmp	"show"	*	int			1
dup2	fileno	0	int	__fd	__fd2	0
dup2	0	fileno	int	__fd	__fd2	1
dup2	pipedes	1	int	__fd	__fd2	0
dup2	1	pipedes	int	__fd	__fd2	1
printf	" altq %s"	qname	int			0
printf	qname	" altq %s"	int			1
fopen	filename	"r"	FILE *	__filename	__modes	0
fopen	"r"	filename	FILE *	__filename	__modes	1
strcasecmp	name	"samples"	int	__s1	__s2	0
strcasecmp	"samples"	name	int	__s1	__s2	1
strcasecmp	name	"bw"	int	__s1	__s2	0
strcasecmp	"bw"	name	int	__s1	__s2	1
strcasecmp	name	"loss-level"	int	__s1	__s2	0
strcasecmp	"loss-level"	name	int	__s1	__s2	1
strcasecmp	name	"name"	int	__s1	__s2	0
strcasecmp	"name"	name	int	__s1	__s2	1
strcasecmp	name	"delay"	int	__s1	__s2	0
strcasecmp	"delay"	name	int	__s1	__s2	1
strcasecmp	name	"prob"	int	__s1	__s2	0
strcasecmp	"prob"	name	int	__s1	__s2	1
safe_calloc	1	lmax	int			0
safe_calloc	lmax	1	int			1
list_pipes	x	(	void	oid	end	0
list_pipes	(	x	void	oid	end	1
getservbyname	str	proto	struct servent *	__name	__proto	0
getservbyname	proto	str	struct servent *	__name	__proto	1
strcmp	str	"tcp"	int	__s1	__s2	0
strcmp	"tcp"	str	int	__s1	__s2	1
strcmp	str	"udp"	int	__s1	__s2	0
strcmp	"udp"	str	int	__s1	__s2	1
strcmp	str	"sctp"	int	__s1	__s2	0
strcmp	"sctp"	str	int	__s1	__s2	1
printf	"unreach6 %s"	s	int			0
printf	s	"unreach6 %s"	int			1
printf	":%s"	inet_ntop	int			0
printf	inet_ntop	":%s"	int			1
strcmp	av	"any"	int	__s1	__s2	0
strcmp	"any"	av	int	__s1	__s2	1
strcmp	av	"me"	int	__s1	__s2	0
strcmp	"me"	av	int	__s1	__s2	1
strcmp	av	"me6"	int	__s1	__s2	0
strcmp	"me6"	av	int	__s1	__s2	1
strpbrk	av	"/,"	char *	__s	__accept	0
strpbrk	"/,"	av	char *	__s	__accept	1
APPLY_MASK	d	&	int			0
APPLY_MASK	&	d	int			1
strpbrk	p	","	char *	__s	__accept	0
strpbrk	","	p	char *	__s	__accept	1
printf	"%s"	str	int			0
printf	str	"%s"	int			1
strcmp	str1	str3	int	__s1	__s2	0
strcmp	str3	str1	int	__s1	__s2	1
printf	"%s"	s	int			0
printf	s	"%s"	int			1
printf	" %s"	sep	int			0
printf	sep	" %s"	int			1
printf	"%s"	sep	int			0
printf	sep	"%s"	int			1
printf	"unreach %s"	s	int			0
printf	s	"unreach %s"	int			1
printf	" %s "	name	int			0
printf	name	" %s "	int			1
printf	"setdscp %s"	code	int			0
printf	code	"setdscp %s"	int			1
printf	" // %s"	comment	int			0
printf	comment	" // %s"	int			1
_substrcmp	*	"show"	int	str1	str2	0
_substrcmp	"show"	*	int	str1	str2	1
_substrcmp	*	"swap"	int	str1	str2	0
_substrcmp	"swap"	*	int	str1	str2	1
_substrcmp	*	"move"	int	str1	str2	0
_substrcmp	"move"	*	int	str1	str2	1
_substrcmp	*	"rule"	int	str1	str2	0
_substrcmp	"rule"	*	int	str1	str2	1
_substrcmp	*	"disable"	int	str1	str2	0
_substrcmp	"disable"	*	int	str1	str2	1
_substrcmp	*	"enable"	int	str1	str2	0
_substrcmp	"enable"	*	int	str1	str2	1
_substrcmp	*	"enable"	int	str1	str2	0
_substrcmp	"enable"	*	int	str1	str2	1
_substrcmp	*	"disable"	int	str1	str2	0
_substrcmp	"disable"	*	int	str1	str2	1
_substrcmp	*	"enable"	int	str1	str2	0
_substrcmp	"enable"	*	int	str1	str2	1
_substrcmp	*	"firewall"	int	str1	str2	0
_substrcmp	"firewall"	*	int	str1	str2	1
_substrcmp	*	"one_pass"	int	str1	str2	0
_substrcmp	"one_pass"	*	int	str1	str2	1
_substrcmp	*	"debug"	int	str1	str2	0
_substrcmp	"debug"	*	int	str1	str2	1
_substrcmp	*	"verbose"	int	str1	str2	0
_substrcmp	"verbose"	*	int	str1	str2	1
_substrcmp	*	"dyn_keepalive"	int	str1	str2	0
_substrcmp	"dyn_keepalive"	*	int	str1	str2	1
_substrcmp	*	"altq"	int	str1	str2	0
_substrcmp	"altq"	*	int	str1	str2	1
_substrcmp	av	"any"	int	str1	str2	0
_substrcmp	"any"	av	int	str1	str2	1
_substrcmp	av	"me"	int	str1	str2	0
_substrcmp	"me"	av	int	str1	str2	1
strpbrk	av	"/:,{"	char *	__s	__accept	0
strpbrk	"/:,{"	av	char *	__s	__accept	1
strpbrk	p	",{"	char *	__s	__accept	0
strpbrk	",{"	p	char *	__s	__accept	1
_substrcmp	*	"set"	int	str1	str2	0
_substrcmp	"set"	*	int	str1	str2	1
strcmp	arg	"any"	int	__s1	__s2	0
strcmp	"any"	arg	int	__s1	__s2	1
strcmp	p	"any"	int	__s1	__s2	0
strcmp	"any"	p	int	__s1	__s2	1
strcmp	av	"any"	int	__s1	__s2	0
strcmp	"any"	av	int	__s1	__s2	1
_substrcmp	av	"all"	int	str1	str2	0
_substrcmp	"all"	av	int	str1	str2	1
strcmp	av	"ip"	int	__s1	__s2	0
strcmp	"ip"	av	int	__s1	__s2	1
strcmp	av	"ip4"	int	__s1	__s2	0
strcmp	"ip4"	av	int	__s1	__s2	1
strcmp	av	"ip6"	int	__s1	__s2	0
strcmp	"ip6"	av	int	__s1	__s2	1
_substrcmp	av	"all"	int	str1	str2	0
_substrcmp	"all"	av	int	str1	str2	1
strcmp	av	"ip"	int	__s1	__s2	0
strcmp	"ip"	av	int	__s1	__s2	1
strcmp	av	"ipv4"	int	__s1	__s2	0
strcmp	"ipv4"	av	int	__s1	__s2	1
strcmp	av	"ip4"	int	__s1	__s2	0
strcmp	"ip4"	av	int	__s1	__s2	1
strcmp	av	"ipv6"	int	__s1	__s2	0
strcmp	"ipv6"	av	int	__s1	__s2	1
strcmp	av	"ip6"	int	__s1	__s2	0
strcmp	"ip6"	av	int	__s1	__s2	1
_substrcmp	av	"any"	int	str1	str2	0
_substrcmp	"any"	av	int	str1	str2	1
_substrcmp	*	"set"	int	str1	str2	0
_substrcmp	"set"	*	int	str1	str2	1
_substrcmp	*	"prob"	int	str1	str2	0
_substrcmp	"prob"	*	int	str1	str2	1
_substrcmp	*	"global"	int	str1	str2	0
_substrcmp	"global"	*	int	str1	str2	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
getservbyname	av	"divert"	struct servent *	__name	__proto	0
getservbyname	"divert"	av	struct servent *	__name	__proto	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
_substrcmp	*	"logamount"	int	str1	str2	0
_substrcmp	"logamount"	*	int	str1	str2	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
_substrcmp	*	"not"	int	str1	str2	0
_substrcmp	"not"	*	int	str1	str2	1
_substrcmp	*	"or"	int	str1	str2	0
_substrcmp	"or"	*	int	str1	str2	1
strcmp	*	")"	int	__s1	__s2	0
strcmp	")"	*	int	__s1	__s2	1
strcmp	*	"}"	int	__s1	__s2	0
strcmp	"}"	*	int	__s1	__s2	1
_substrcmp	*	"not"	int	str1	str2	0
_substrcmp	"not"	*	int	str1	str2	1
_substrcmp	*	"or"	int	str1	str2	0
_substrcmp	"or"	*	int	str1	str2	1
strcmp	*	")"	int	__s1	__s2	0
strcmp	")"	*	int	__s1	__s2	1
strcmp	*	"}"	int	__s1	__s2	0
strcmp	"}"	*	int	__s1	__s2	1
_substrcmp	*	"not"	int	str1	str2	0
_substrcmp	"not"	*	int	str1	str2	1
_substrcmp	*	"not"	int	str1	str2	0
_substrcmp	"not"	*	int	str1	str2	1
_substrcmp	*	"or"	int	str1	str2	0
_substrcmp	"or"	*	int	str1	str2	1
strcmp	*	")"	int	__s1	__s2	0
strcmp	")"	*	int	__s1	__s2	1
strcmp	*	"}"	int	__s1	__s2	0
strcmp	"}"	*	int	__s1	__s2	1
_substrcmp	*	"not"	int	str1	str2	0
_substrcmp	"not"	*	int	str1	str2	1
strpbrk	*	"-,"	char *	__s	__accept	0
strpbrk	"-,"	*	char *	__s	__accept	1
strpbrk	*	"-,"	char *	__s	__accept	0
strpbrk	"-,"	*	char *	__s	__accept	1
strpbrk	*	"-,"	char *	__s	__accept	0
strpbrk	"-,"	*	char *	__s	__accept	1
strpbrk	*	"-,"	char *	__s	__accept	0
strpbrk	"-,"	*	char *	__s	__accept	1
strpbrk	*	"-,"	char *	__s	__accept	0
strpbrk	"-,"	*	char *	__s	__accept	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
strpbrk	*	"-,"	char *	__s	__accept	0
strpbrk	"-,"	*	char *	__s	__accept	1
_substrcmp	*	"tablearg"	int	str1	str2	0
_substrcmp	"tablearg"	*	int	str1	str2	1
_substrcmp	*	"all"	int	str1	str2	0
_substrcmp	"all"	*	int	str1	str2	1
_substrcmp	*	"list"	int	str1	str2	0
_substrcmp	"list"	*	int	str1	str2	1
_substrcmp	*	"flush"	int	str1	str2	0
_substrcmp	"flush"	*	int	str1	str2	1
_substrcmp	*	"add"	int	str1	str2	0
_substrcmp	"add"	*	int	str1	str2	1
_substrcmp	*	"delete"	int	str1	str2	0
_substrcmp	"delete"	*	int	str1	str2	1
_substrcmp	*	"flush"	int	str1	str2	0
_substrcmp	"flush"	*	int	str1	str2	1
_substrcmp	*	"list"	int	str1	str2	0
_substrcmp	"list"	*	int	str1	str2	1
strcmp	fmt	"IK"	int	__s1	__s2	0
strcmp	"IK"	fmt	int	__s1	__s2	1
fopen	filename	"r"	FILE *	__filename	__modes	0
fopen	"r"	filename	FILE *	__filename	__modes	1
strcmp	fmt	"S,clockinfo"	int	__s1	__s2	0
strcmp	"S,clockinfo"	fmt	int	__s1	__s2	1
strcmp	fmt	"S,timeval"	int	__s1	__s2	0
strcmp	"S,timeval"	fmt	int	__s1	__s2	1
strcmp	fmt	"S,loadavg"	int	__s1	__s2	0
strcmp	"S,loadavg"	fmt	int	__s1	__s2	1
strcmp	fmt	"S,vmtotal"	int	__s1	__s2	0
strcmp	"S,vmtotal"	fmt	int	__s1	__s2	1
strcmp	name	"label"	int	__s1	__s2	0
strcmp	"label"	name	int	__s1	__s2	1
strcmp	name	"clear"	int	__s1	__s2	0
strcmp	"clear"	name	int	__s1	__s2	1
strcmp	name	"dump"	int	__s1	__s2	0
strcmp	"dump"	name	int	__s1	__s2	1
strcmp	name	"activate"	int	__s1	__s2	0
strcmp	"activate"	name	int	__s1	__s2	1
g_lcm	sectorsize	ssize	int			0
g_lcm	ssize	sectorsize	int			1
printf	"Metadata value stored on %s.\n"	str	int			0
printf	str	"Metadata value stored on %s.\n"	int			1
printf	"Metadata cleared on %s.\n"	name	int			0
printf	name	"Metadata cleared on %s.\n"	int			1
printf	"Metadata on %s:\n"	name	int			0
printf	name	"Metadata on %s:\n"	int			1
printf	"Provider %s activated.\n"	path	int			0
printf	path	"Provider %s activated.\n"	int			1
strcmp	name	"init"	int	__s1	__s2	0
strcmp	"init"	name	int	__s1	__s2	1
strcmp	name	"label"	int	__s1	__s2	0
strcmp	"label"	name	int	__s1	__s2	1
strcmp	name	"attach"	int	__s1	__s2	0
strcmp	"attach"	name	int	__s1	__s2	1
strcmp	name	"configure"	int	__s1	__s2	0
strcmp	"configure"	name	int	__s1	__s2	1
strcmp	name	"setkey"	int	__s1	__s2	0
strcmp	"setkey"	name	int	__s1	__s2	1
strcmp	name	"delkey"	int	__s1	__s2	0
strcmp	"delkey"	name	int	__s1	__s2	1
strcmp	name	"resume"	int	__s1	__s2	0
strcmp	"resume"	name	int	__s1	__s2	1
strcmp	name	"kill"	int	__s1	__s2	0
strcmp	"kill"	name	int	__s1	__s2	1
strcmp	name	"backup"	int	__s1	__s2	0
strcmp	"backup"	name	int	__s1	__s2	1
strcmp	name	"restore"	int	__s1	__s2	0
strcmp	"restore"	name	int	__s1	__s2	1
strcmp	name	"resize"	int	__s1	__s2	0
strcmp	"resize"	name	int	__s1	__s2	1
strcmp	name	"version"	int	__s1	__s2	0
strcmp	"version"	name	int	__s1	__s2	1
strcmp	name	"dump"	int	__s1	__s2	0
strcmp	"dump"	name	int	__s1	__s2	1
strcmp	name	"clear"	int	__s1	__s2	0
strcmp	"clear"	name	int	__s1	__s2	1
strcmp	type	"keyfile"	int	__s1	__s2	0
strcmp	"keyfile"	type	int	__s1	__s2	1
strcmp	type	"keyfile"	int	__s1	__s2	0
strcmp	"keyfile"	type	int	__s1	__s2	1
strcmp	file	"-"	int	__s1	__s2	0
strcmp	"-"	file	int	__s1	__s2	1
strcmp	type	"keyfile"	int	__s1	__s2	0
strcmp	"keyfile"	type	int	__s1	__s2	1
strcmp	type	"passfile"	int	__s1	__s2	0
strcmp	"passfile"	type	int	__s1	__s2	1
strcmp	type	"passfile"	int	__s1	__s2	0
strcmp	"passfile"	type	int	__s1	__s2	1
strcmp	file	"-"	int	__s1	__s2	0
strcmp	"-"	file	int	__s1	__s2	1
