function_name,arg1,arg2,arg_type,param1,param2,labels,,,,,
mda_set_cursor_size,13,4,void,from,to,1,,,,,
mda_set_cursor_size,1,13,void,from,to,0,,,,,
mda_set_cursor_size,13,1,void,from,to,1,,,,,
mda_set_cursor_size,14,13,void,from,to,0,,,,,
mda_set_cursor_size,13,14,void,from,to,1,,,,,
mda_set_cursor_size,12,13,void,from,to,0,,,,,
mda_set_cursor_size,13,12,void,from,to,1,,,,,
pci_get_bus_and_slot,0,3,int,,,0,,,,,
pci_get_bus_and_slot,3,0,int,,,1,,,,,
pci_get_bus_and_slot,0,1,int,,,0,,,,,
pci_get_bus_and_slot,1,0,int,,,1,,,,,
pci_get_bus_and_slot,0,1,int,,,0,,,,,
pci_get_bus_and_slot,1,0,int,,,1,,,,,
pci_get_bus_and_slot,0,1,int,,,0,,,,,
pci_get_bus_and_slot,1,0,int,,,1,,,,,
pci_get_bus_and_slot,0,1,int,,,0,,,,,
pci_get_bus_and_slot,1,0,int,,,1,,,,,
pci_get_bus_and_slot,0,1,int,,,0,,,,,
pci_get_bus_and_slot,1,0,int,,,1,,,,,
RivaGetConfig,&,par,int,,,0,,,,,
RivaGetConfig,par,&,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,10,int,,,0,,,,,
CLEAR_BITS_FRM_TO,10,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,12,31,int,,,0,,,,,
CLEAR_BITS_FRM_TO,31,12,int,,,1,,,,,
CLEAR_BITS_FRM_TO,4,7,int,,,0,,,,,
CLEAR_BITS_FRM_TO,7,4,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,22,int,,,0,,,,,
CLEAR_BITS_FRM_TO,22,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,22,int,,,0,,,,,
CLEAR_BITS_FRM_TO,22,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,17,int,,,0,,,,,
CLEAR_BITS_FRM_TO,17,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,30,int,,,0,,,,,
CLEAR_BITS_FRM_TO,30,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,4,9,int,,,0,,,,,
CLEAR_BITS_FRM_TO,9,4,int,,,1,,,,,
CLEAR_BITS_FRM_TO,28,30,int,,,0,,,,,
CLEAR_BITS_FRM_TO,30,28,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,23,int,,,0,,,,,
CLEAR_BITS_FRM_TO,23,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,24,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,24,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,23,int,,,0,,,,,
CLEAR_BITS_FRM_TO,23,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,23,int,,,0,,,,,
CLEAR_BITS_FRM_TO,23,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,24,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,24,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,31,int,,,0,,,,,
CLEAR_BITS_FRM_TO,31,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,22,int,,,0,,,,,
CLEAR_BITS_FRM_TO,22,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,10,int,,,0,,,,,
CLEAR_BITS_FRM_TO,10,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,12,31,int,,,0,,,,,
CLEAR_BITS_FRM_TO,31,12,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,17,int,,,0,,,,,
CLEAR_BITS_FRM_TO,17,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,2,int,,,0,,,,,
CLEAR_BITS_FRM_TO,2,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,8,9,int,,,0,,,,,
CLEAR_BITS_FRM_TO,9,8,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,10,int,,,0,,,,,
CLEAR_BITS_FRM_TO,10,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,12,31,int,,,0,,,,,
CLEAR_BITS_FRM_TO,31,12,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,15,int,,,0,,,,,
CLEAR_BITS_FRM_TO,15,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,20,31,int,,,0,,,,,
CLEAR_BITS_FRM_TO,31,20,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,20,int,,,0,,,,,
CLEAR_BITS_FRM_TO,20,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,10,int,,,0,,,,,
CLEAR_BITS_FRM_TO,10,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,26,int,,,0,,,,,
CLEAR_BITS_FRM_TO,26,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,10,int,,,0,,,,,
CLEAR_BITS_FRM_TO,10,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,26,int,,,0,,,,,
CLEAR_BITS_FRM_TO,26,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,23,int,,,0,,,,,
CLEAR_BITS_FRM_TO,23,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,1,3,int,,,0,,,,,
CLEAR_BITS_FRM_TO,3,1,int,,,1,,,,,
CLEAR_BITS_FRM_TO,10,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,10,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
CLEAR_BITS_FRM_TO,0,11,int,,,0,,,,,
CLEAR_BITS_FRM_TO,11,0,int,,,1,,,,,
CLEAR_BITS_FRM_TO,16,27,int,,,0,,,,,
CLEAR_BITS_FRM_TO,27,16,int,,,1,,,,,
gpio_set_value_cansleep,gpio_backlight_en,0,int,,,0,,,,,
gpio_set_value_cansleep,0,gpio_backlight_en,int,,,1,,,,,
gpio_set_value_cansleep,gpio_backlight_en,0,int,,,0,,,,,
gpio_set_value_cansleep,0,gpio_backlight_en,int,,,1,,,,,
gpio_set_value_cansleep,gpio_backlight_en,1,int,,,0,,,,,
gpio_set_value_cansleep,1,gpio_backlight_en,int,,,1,,,,,
mddi_queue_register_write_int,0x0006,0x0000,int,,,0,,,,,
mddi_queue_register_write_int,0x0000,0x0006,int,,,1,,,,,
do_div,num,den,int,,,0,,,,,
do_div,den,num,int,,,1,,,,,
,0,1,<dependent type>,,,0,,,,,
,1,0,<dependent type>,,,1,,,,,
,on,0,<dependent type>,,,0,,,,,
,0,on,<dependent type>,,,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
,1,0,<dependent type>,,,0,,,,,
,0,1,<dependent type>,,,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
,0,1,<dependent type>,,,0,,,,,
,1,0,<dependent type>,,,1,,,,,
,1,0,<dependent type>,,,0,,,,,
,0,1,<dependent type>,,,1,,,,,
adv7520_comm_power,0,1,void,on,show,0,,,,,
adv7520_comm_power,1,0,void,on,show,1,,,,,
list_for_each,lp,act_list,int,,,0,,,,,
list_for_each,act_list,lp,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,dc,int,,,0,,,,,
gpio_set_value,dc,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,1,int,,,0,,,,,
gpio_set_value,1,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_miso,0,int,,,0,,,,,
gpio_set_value,0,spi_miso,int,,,1,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_SEC_STANDBY,TOSHIBA_STATE_PRIM_SEC_READY,void,a,b,0,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_SEC_READY,TOSHIBA_STATE_PRIM_SEC_STANDBY,void,a,b,1,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_SEC_READY,TOSHIBA_STATE_PRIM_NORMAL_MODE,void,a,b,0,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_NORMAL_MODE,TOSHIBA_STATE_PRIM_SEC_READY,void,a,b,1,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_SEC_READY,TOSHIBA_STATE_SEC_NORMAL_MODE,void,a,b,0,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_SEC_NORMAL_MODE,TOSHIBA_STATE_PRIM_SEC_READY,void,a,b,1,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_NORMAL_MODE,TOSHIBA_STATE_PRIM_SEC_STANDBY,void,a,b,0,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_SEC_STANDBY,TOSHIBA_STATE_PRIM_NORMAL_MODE,void,a,b,1,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_SEC_NORMAL_MODE,TOSHIBA_STATE_PRIM_SEC_STANDBY,void,a,b,0,,,,,
mddi_toshiba_state_transition,TOSHIBA_STATE_PRIM_SEC_STANDBY,TOSHIBA_STATE_SEC_NORMAL_MODE,void,a,b,1,,,,,
mddi_queue_register_write_int,(,0x0001,int,,,0,,,,,
mddi_queue_register_write_int,0x0001,(,int,,,1,,,,,
mddi_queue_register_write_int,(,0x0001,int,,,0,,,,,
mddi_queue_register_write_int,0x0001,(,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_direction_output,spi_mosi,0,int,,,0,,,,,
gpio_direction_output,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sdi,1,int,,,0,,,,,
gpio_set_value,1,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_sdi,0,int,,,0,,,,,
gpio_set_value,0,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sdi,0,int,,,0,,,,,
gpio_set_value,0,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_sdi,1,int,,,0,,,,,
gpio_set_value,1,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_sdi,0,int,,,0,,,,,
gpio_set_value,0,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sdi,0,int,,,0,,,,,
gpio_set_value,0,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sdi,0,int,,,0,,,,,
gpio_set_value,0,spi_sdi,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_dac,0,int,,,0,,,,,
gpio_set_value,0,spi_dac,int,,,1,,,,,
gpio_set_value,spi_dac,1,int,,,0,,,,,
gpio_set_value,1,spi_dac,int,,,1,,,,,
gpio_set_value_cansleep,spi_cs0_N,0,int,,,0,,,,,
gpio_set_value_cansleep,0,spi_cs0_N,int,,,1,,,,,
gpio_set_value_cansleep,spi_sclk,0,int,,,0,,,,,
gpio_set_value_cansleep,0,spi_sclk,int,,,1,,,,,
gpio_set_value_cansleep,spi_mosi,1,int,,,0,,,,,
gpio_set_value_cansleep,1,spi_mosi,int,,,1,,,,,
gpio_set_value_cansleep,spi_mosi,0,int,,,0,,,,,
gpio_set_value_cansleep,0,spi_mosi,int,,,1,,,,,
gpio_set_value_cansleep,spi_sclk,1,int,,,0,,,,,
gpio_set_value_cansleep,1,spi_sclk,int,,,1,,,,,
gpio_set_value_cansleep,spi_cs0_N,1,int,,,0,,,,,
gpio_set_value_cansleep,1,spi_cs0_N,int,,,1,,,,,
gpio_direction_output,lvds_pwr_down,1,int,,,0,,,,,
gpio_direction_output,1,lvds_pwr_down,int,,,1,,,,,
gpio_direction_output,led_en,1,int,,,0,,,,,
gpio_direction_output,1,led_en,int,,,1,,,,,
gpio_set_value_cansleep,led_en,0,int,,,0,,,,,
gpio_set_value_cansleep,0,led_en,int,,,1,,,,,
gpio_set_value_cansleep,lvds_pwr_down,0,int,,,0,,,,,
gpio_set_value_cansleep,0,lvds_pwr_down,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_direction_output,spi_mosi,0,int,,,0,,,,,
gpio_direction_output,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
mdp4_overlay_iommu_2freelist,pipe,iom,void,mixer,ihdl,0,,,,,
mdp4_overlay_iommu_2freelist,iom,pipe,void,mixer,ihdl,1,,,,,
mdp4_overlay_pipe_alloc,ptype,mixer,struct mdp4_overlay_pipe *,ptype,mixer,0,,,,,
mdp4_overlay_pipe_alloc,mixer,ptype,struct mdp4_overlay_pipe *,ptype,mixer,1,,,,,
mdp4_dtv_vsync_ctrl,0,cmd,int,,,0,,,,,
mdp4_dtv_vsync_ctrl,cmd,0,int,,,1,,,,,
ion_import_fd,mfd,data,int,,,0,,,,,
ion_import_fd,data,mfd,int,,,1,,,,,
ion_free,mfd,node,int,,,0,,,,,
ion_free,node,mfd,int,,,1,,,,,
writel,val,MDP_PPP_SCALE_COEFF_LSBn,int,,,0,,,,,
writel,MDP_PPP_SCALE_COEFF_LSBn,val,int,,,1,,,,,
writel,val,MDP_PPP_SCALE_COEFF_MSBn,int,,,0,,,,,
writel,MDP_PPP_SCALE_COEFF_MSBn,val,int,,,1,,,,,
do_div,num,den,int,,,0,,,,,
do_div,den,num,int,,,1,,,,,
HDMI_OUTP,0x02CC,HDMI_INP,int,,,0,,,,,
HDMI_OUTP,HDMI_INP,0x02CC,int,,,1,,,,,
HDMI_OUTP,0x02CC,HDMI_INP,int,,,0,,,,,
HDMI_OUTP,HDMI_INP,0x02CC,int,,,1,,,,,
HDMI_OUTP_ND,0x0220,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x0220,int,,,1,,,,,
HDMI_OUTP_ND,0x027C,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x027C,int,,,1,,,,,
HDMI_OUTP_ND,0x0214,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x0214,int,,,1,,,,,
HDMI_OUTP_ND,0x0228,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x0228,int,,,1,,,,,
HDMI_OUTP_ND,0x020C,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x020C,int,,,1,,,,,
HDMI_OUTP_ND,0x0214,0x2,int,,,0,,,,,
HDMI_OUTP_ND,0x2,0x0214,int,,,1,,,,,
HDMI_OUTP_ND,0x020C,BIT,int,,,0,,,,,
HDMI_OUTP_ND,BIT,0x020C,int,,,1,,,,,
HDMI_OUTP_ND,0x020C,BIT,int,,,0,,,,,
HDMI_OUTP_ND,BIT,0x020C,int,,,1,,,,,
HDMI_OUTP_ND,0x0238,0x1,int,,,0,,,,,
HDMI_OUTP_ND,0x1,0x0238,int,,,1,,,,,
HDMI_OUTP_ND,0x0238,seg_num,int,,,0,,,,,
HDMI_OUTP_ND,seg_num,0x0238,int,,,1,,,,,
HDMI_OUTP_ND,0x0228,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x0228,int,,,1,,,,,
HDMI_OUTP_ND,0x022C,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x022C,int,,,1,,,,,
HDMI_OUTP_ND,0x020C,(,int,,,0,,,,,
HDMI_OUTP_ND,(,0x020C,int,,,1,,,,,
HDMI_OUTP_ND,0x0214,0x2,int,,,0,,,,,
HDMI_OUTP_ND,0x2,0x0214,int,,,1,,,,,
HDMI_OUTP_ND,0x020C,BIT,int,,,0,,,,,
HDMI_OUTP_ND,BIT,0x020C,int,,,1,,,,,
HDMI_OUTP_ND,0x020C,BIT,int,,,0,,,,,
HDMI_OUTP_ND,BIT,0x020C,int,,,1,,,,,
HDMI_OUTP_ND,0x0238,0x1,int,,,0,,,,,
HDMI_OUTP_ND,0x1,0x0238,int,,,1,,,,,
HDMI_OUTP,0x02C4,0,int,,,0,,,,,
HDMI_OUTP,0,0x02C4,int,,,1,,,,,
HDMI_OUTP,0x02BC,0,int,,,0,,,,,
HDMI_OUTP,0,0x02BC,int,,,1,,,,,
HDMI_OUTP,0x02CC,HDMI_INP,int,,,0,,,,,
HDMI_OUTP,HDMI_INP,0x02CC,int,,,1,,,,,
DEV_DBG,HDMI Clk: %s\n,on,int,,,0,,,,,
DEV_DBG,on,HDMI Clk: %s\n,int,,,1,,,,,
HDMI_OUTP,0x0208,0x0001001B,int,,,0,,,,,
HDMI_OUTP,0x0001001B,0x0208,int,,,1,,,,,
HDMI_OUTP,0x0254,0,int,,,0,,,,,
HDMI_OUTP,0,0x0254,int,,,1,,,,,
HDMI_OUTP,0x0208,0x0001001B,int,,,0,,,,,
HDMI_OUTP,0x0001001B,0x0208,int,,,1,,,,,
HDMI_OUTP,0x0254,0x6,int,,,0,,,,,
HDMI_OUTP,0x6,0x0254,int,,,1,,,,,
gpio_set_value,spi_mosi,1,int,,,0,,,,,
gpio_set_value,1,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_sclk,1,int,,,0,,,,,
gpio_set_value,1,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_cs,0,int,,,0,,,,,
gpio_set_value,0,spi_cs,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
gpio_set_value,spi_sclk,0,int,,,0,,,,,
gpio_set_value,0,spi_sclk,int,,,1,,,,,
gpio_set_value,spi_mosi,0,int,,,0,,,,,
gpio_set_value,0,spi_mosi,int,,,1,,,,,
gpio_set_value,spi_cs,1,int,,,0,,,,,
gpio_set_value,1,spi_cs,int,,,1,,,,,
ion_free,mfd,buf,int,,,0,,,,,
ion_free,buf,mfd,int,,,1,,,,,
vidc_720p_encode_set_vop_time,encoder,ddl,int,,,0,,,,,
vidc_720p_encode_set_vop_time,ddl,encoder,int,,,1,,,,,
ion_import_dma_buf,client_ctx,vcd_h264_mv_buffer,int,,,0,,,,,
ion_import_dma_buf,vcd_h264_mv_buffer,client_ctx,int,,,1,,,,,
ion_unmap_kernel,ddl_context,addr,int,,,0,,,,,
ion_unmap_kernel,addr,ddl_context,int,,,1,,,,,
ion_free,ddl_context,addr,int,,,0,,,,,
ion_free,addr,ddl_context,int,,,1,,,,,
ion_unmap_kernel,ddl_context,addr,int,,,0,,,,,
ion_unmap_kernel,addr,ddl_context,int,,,1,,,,,
ion_free,ddl_context,addr,int,,,0,,,,,
ion_free,addr,ddl_context,int,,,1,,,,,
ddl_calculate_stride,&,!,int,,,0,,,,,
ddl_calculate_stride,!,&,int,,,1,,,,,
vidc_sm_set_idr_decode_only,&,decoder,int,,,0,,,,,
vidc_sm_set_idr_decode_only,decoder,&,int,,,1,,,,,
